race_id	surface	distance	post	lead	captured_at	official_datetime	umaban	odds	pop
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	1	2.9	2
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	2	43.8	6
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	3	66.0	7
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	4	999.9	11
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	5	1.8	1
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	6	88.8	10
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	7	6.4	3
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	8	25.8	5
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	9	70.0	8
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	10	10.8	4
202602010901	ダ	1000	09:50	10	2026-07-11 09:40	2026-07-11 09:39:40	11	76.6	9
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	1	2.7	2
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	2	45.6	6
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	3	64.3	7
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	4	999.9	11
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	5	1.8	1
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	6	95.7	10
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	7	6.6	3
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	8	27.0	5
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	9	71.8	8
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	10	10.8	4
202602010901	ダ	1000	09:50	7	2026-07-11 09:43	2026-07-11 09:42:10	11	80.5	9
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	1	2.5	2
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	2	45.0	6
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	3	60.7	7
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	4	999.9	11
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	5	1.9	1
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	6	77.7	9
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	7	6.9	3
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	8	29.8	5
202602010901	ダ	1000	09:50	4	2026-07-11 09:46	2026-07-11 09:45:30	9	73.3	8
