race_id	surface	distance	post	lead	captured_at	official_datetime	umaban	odds	pop
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	1	90.7	10
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	2	65.3	8
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	3	130.9	12
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	4	4.7	2
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	5	74.8	9
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	6	1.7	1
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	7	6.1	3
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	8	116.6	11
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	9	40.1	7
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	10	10.9	5
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	11	23.9	6
202602011001	ダ	1000	09:50	7	2026-07-12 09:42	2026-07-12 09:42:22	12	9.5	4
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	1	94.9	10
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	2	71.7	8
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	3	141.8	12
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	4	4.4	2
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	5	85.5	9
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	6	1.9	1
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	7	5.3	3
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	8	123.2	11
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	9	39.3	7
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	10	10.6	5
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	11	22.9	6
202602011001	ダ	1000	09:50	4	2026-07-12 09:45	2026-07-12 09:45:22	12	9.3	4
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	1	60.0	12
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	2	24.1	9
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	3	102.7	15
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	4	11.9	6
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	5	102.3	14
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	6	11.0	5
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	7	29.3	10
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	8	6.6	4
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	9	136.3	17
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	10	4.4	1
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	11	11.9	7
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	12	85.7	13
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	13	17.6	8
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	14	43.9	11
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	15	5.0	3
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	16	4.9	2
202610020601	芝	1200	09:55	9	2026-07-12 09:45	2026-07-12 09:45:07	17	135.3	16
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	1	109.8	10
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	2	80.3	9
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	3	168.3	12
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	4	4.2	2
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	5	73.2	8
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	6	1.9	1
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	7	5.4	3
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	8	148.1	11
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	9	42.0	7
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	10	11.3	5
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	11	24.0	6
202602011001	ダ	1000	09:50	1	2026-07-12 09:48	2026-07-12 09:48:27	12	9.6	4
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	1	67.0	12
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	2	24.8	9
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	3	110.6	14
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	4	12.5	7
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	5	111.6	15
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	6	11.4	5
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	7	31.7	10
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	8	6.7	4
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	9	139.3	16
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	10	4.2	1
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	11	12.2	6
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	12	87.0	13
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	13	18.4	8
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	14	48.1	11
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	15	4.9	3
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	16	4.6	2
202610020601	芝	1200	09:55	6	2026-07-12 09:48	2026-07-12 09:48:12	17	146.8	17
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	1	73.3	12
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	2	24.7	9
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	3	98.6	14
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	4	13.3	7
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	5	128.2	15
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	6	11.9	5
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	7	35.5	10
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	8	6.5	4
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	9	143.0	16
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	10	4.2	1
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	11	12.9	6
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	12	96.9	13
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	13	19.7	8
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	14	52.6	11
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	15	4.6	3
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	16	4.5	2
202610020601	芝	1200	09:55	3	2026-07-12 09:51	2026-07-12 09:51:17	17	165.5	17
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	1	20.6	9
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	2	15.9	8
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	3	3.2	1
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	4	93.7	12
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	5	11.3	5
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	6	3.9	2
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	7	93.0	11
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	8	15.0	7
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	9	96.3	14
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	10	12.6	6
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	11	7.9	4
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	12	93.9	13
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	13	40.8	10
202603020601	障	2770	10:05	7	2026-07-12 09:57	2026-07-12 09:57:07	14	6.6	3
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	1	21.0	9
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	2	16.1	8
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	3	3.2	1
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	4	114.1	14
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	5	11.1	5
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	6	3.8	2
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	7	113.5	13
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	8	15.7	7
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	9	112.8	12
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	10	13.6	6
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	11	7.6	4
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	12	109.4	11
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	13	46.5	10
202603020601	障	2770	10:05	4	2026-07-12 10:00	2026-07-12 10:00:07	14	6.5	3
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	1	24.9	9
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	2	19.2	8
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	3	3.2	2
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	4	163.2	13
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	5	12.6	5
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	6	2.9	1
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	7	169.4	14
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	8	18.2	7
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	9	161.4	12
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	10	14.6	6
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	11	7.4	4
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	12	156.0	11
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	13	63.5	10
202603020601	障	2770	10:05	1	2026-07-12 10:03	2026-07-12 10:03:07	14	7.1	3
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	1	17.5	7
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	2	4.9	3
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	3	17.0	6
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	4	29.3	9
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	5	123.1	13
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	6	12.9	5
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	7	4.3	2
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	8	9.5	4
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	9	2.5	1
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	10	70.1	11
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	11	21.2	8
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	12	57.5	10
202602011002	芝	2000	10:20	7	2026-07-12 10:12	2026-07-12 10:11:57	13	91.6	12
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	1	13.5	5
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	2	5.1	3
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	3	14.7	7
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	4	31.0	9
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	5	133.9	13
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	6	14.5	6
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	7	4.3	2
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	8	8.5	4
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	9	2.6	1
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	10	80.8	11
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	11	21.5	8
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	12	61.1	10
202602011002	芝	2000	10:20	4	2026-07-12 10:15	2026-07-12 10:14:57	13	104.7	12
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	1	14.6	6
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	2	5.0	3
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	3	14.2	5
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	4	32.7	9
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	5	128.5	13
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	6	15.1	7
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	7	4.3	2
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	8	8.1	4
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	9	2.6	1
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	10	87.9	11
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	11	21.0	8
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	12	59.9	10
202602011002	芝	2000	10:20	1	2026-07-12 10:18	2026-07-12 10:17:12	13	111.4	12
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	1	16.7	5
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	2	59.3	9
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	3	1.8	1
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	4	26.3	8
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	5	185.3	13
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	6	8.8	4
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	7	207.5	14
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	8	17.4	6
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	9	6.7	3
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	10	26.2	7
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	11	88.0	10
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	12	123.0	12
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	13	5.3	2
202610020602	ダ	1000	10:30	8	2026-07-12 10:21	2026-07-12 10:20:47	14	113.6	11
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	1	17.5	5
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	2	63.0	9
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	3	1.8	1
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	4	26.2	7
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	5	205.5	13
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	6	8.4	4
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	7	220.6	14
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	8	17.6	6
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	9	6.2	3
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	10	26.8	8
202610020602	ダ	1000	10:30	5	2026-07-12 10:24	2026-07-12 10:24:32	11	86.9	10
